tool,iteration,duration_total_sec,duration_install_sec,duration_topology_sec,convergence_sec,cpu_min_pct,cpu_max_pct,cpu_avg_pct,mem_min_pct,mem_max_pct,mem_avg_pct,net_rx_mb,net_tx_mb,net_rx_rate_mbps,net_tx_rate_mbps,disk_read_mb,disk_write_mb,ops_count
Ansible,2,303.143,139.930,123.443,39.770,0.0,99.5,22.4,11.9,24.0,16.1,1496.25,2.79,5.681,0.011,281.32,5935.98,13
Ansible,2,307.380,143.419,122.720,41.241,0.0,100.0,22.8,12.0,22.6,16.0,1496.29,2.78,5.622,0.010,217.91,5572.07,13
Ansible,1,300.149,141.762,122.496,35.891,0.0,100.0,22.4,11.9,23.6,16.1,1496.31,3.28,5.662,0.012,234.14,5753.83,13
Ansible,2,303.978,142.434,123.659,37.885,0.0,100.0,23.0,12.2,24.7,16.4,1496.21,2.39,5.623,0.009,244.36,5909.90,13
Ansible,2,267.346,147.698,149.889,42.000,0.1,100.0,22.6,11.9,24.9,15.8,1493.00,3.82,5.680,0.010,231.88,5775.03,13
Ansible,2,277.209,132.026,121.687,41.276,0.0,100.0,23.5,12.2,22.6,16.2,1418.46,2.86,5.951,0.010,235.38,5358.61,13
Ansible,2,257.290,140.038,119.871,40.050,0.0,100.0,20.4,11.4,24.1,15.7,1489.94,2.41,5.555,0.010,235.03,5775.48,13
Ansible,2,336.134,143.074,146.701,41.623,0.3,100.0,22.6,11.0,23.1,16.1,1545.00,1.84,5.609,0.011,194.87,5617.44,13
Ansible,2,319.930,132.392,110.000,37.991,0.2,100.0,21.8,11.5,23.6,15.4,1518.16,2.56,6.282,0.010,188.66,5934.99,13
Ansible,2,263.683,133.726,142.952,38.605,0.0,100.0,23.9,11.7,22.7,15.6,1545.00,2.89,5.549,0.011,194.39,5224.63,13
Ansible,2,283.846,118.088,146.561,39.402,0.2,100.0,24.8,12.0,24.8,15.6,1470.72,2.98,5.878,0.012,203.18,5655.97,13
