tool,iteration,duration_total_sec,duration_install_sec,duration_topology_sec,convergence_sec,cpu_min_pct,cpu_max_pct,cpu_avg_pct,mem_min_pct,mem_max_pct,mem_avg_pct,net_rx_mb,net_tx_mb,net_rx_rate_mbps,net_tx_rate_mbps,disk_read_mb,disk_write_mb,ops_count
Puppet,1,127.909,56.936,29.590,41.383,0.5,100.0,56.6,13.9,25.1,19.2,1452.01,2.49,16.781,0.029,235.02,5031.10,14
Puppet,2,123.995,54.653,29.502,39.840,0.5,100.0,58.6,13.4,24.2,18.6,1452.18,2.25,17.256,0.027,243.41,4979.31,14
Puppet,1,124.175,54.488,29.645,40.042,0.5,100.0,55.9,13.9,23.5,18.8,1416.56,2.47,16.837,0.029,298.79,4910.00,14
Puppet,2,121.995,52.528,29.612,39.855,0.0,100.0,56.9,13.8,24.1,18.8,1452.00,2.56,17.677,0.031,276.79,4991.23,14
Puppet,2,121.616,56.065,29.266,36.285,0.0,100.0,56.4,14.2,24.8,18.8,1432.17,2.61,16.784,0.031,228.50,4933.48,14
Puppet,2,124.189,54.601,29.635,39.953,0.5,100.0,56.6,12.8,24.2,18.1,1452.07,2.33,17.238,0.028,257.24,5011.62,14
Puppet,2,128.774,55.692,29.407,43.675,0.0,100.0,57.4,13.5,24.8,18.3,1421.88,2.14,16.709,0.025,237.04,4908.83,14
Puppet,2,123.245,54.826,29.640,38.779,0.0,100.0,57.5,13.6,23.9,18.4,1452.49,2.74,17.196,0.032,256.49,4980.95,14
Puppet,2,127.091,58.535,29.560,38.996,0.5,100.0,57.2,13.8,24.8,18.6,1452.14,2.23,16.484,0.025,280.27,5075.71,14
Puppet,2,122.865,53.375,29.548,39.942,0.0,100.0,56.7,13.5,24.1,18.8,1412.67,1.98,17.036,0.024,246.98,4914.96,14
Puppet,2,126.731,56.142,29.277,41.312,0.5,100.0,57.4,13.5,24.3,18.7,1451.95,2.12,16.998,0.025,231.98,4978.79,14
Puppet,1,129.678,58.816,29.673,41.189,0.0,100.0,56.2,13.8,23.0,18.8,1452.14,2.06,16.410,0.023,235.81,5012.08,14
Puppet,2,129.550,56.149,29.669,43.732,0.0,100.0,57.0,13.5,23.8,18.8,1443.70,2.59,16.823,0.030,263.88,4911.96,14
Puppet,1,125.655,56.168,29.397,40.090,0.5,100.0,57.7,13.9,24.9,18.6,1451.89,2.11,16.968,0.025,250.18,5000.61,14
Puppet,2,122.965,52.814,29.361,40.790,0.0,100.0,57.7,13.8,24.3,18.6,1452.36,3.05,17.674,0.037,232.81,4986.99,14
Puppet,1,123.445,56.326,29.349,37.770,0.0,100.0,57.7,13.6,23.6,18.4,1451.94,2.12,16.947,0.025,238.47,5008.73,14
Puppet,2,122.629,53.080,29.510,40.039,0.0,100.0,57.4,13.5,23.3,18.5,1451.94,2.30,17.580,0.028,230.14,4977.56,14
Puppet,1,119.440,52.619,29.120,37.701,0.5,100.0,56.4,13.6,24.7,18.8,1451.96,2.37,17.763,0.029,227.05,4996.00,14
Puppet,1,126.745,57.355,29.564,39.826,0.5,100.0,57.5,13.7,24.5,18.9,1452.26,2.51,16.708,0.029,242.17,5006.10,14
Puppet,1,129.338,56.619,29.630,43.089,0.0,100.0,57.6,13.8,24.7,18.7,1451.92,2.41,16.834,0.028,251.72,5007.04,14
Puppet,2,122.586,53.464,29.356,39.766,0.0,100.0,58.4,13.5,23.1,18.7,1451.98,2.49,17.532,0.030,243.13,4981.62,14
Puppet,1,122.601,54.267,29.470,38.864,0.5,100.0,57.2,13.8,22.8,18.6,1451.99,2.27,17.340,0.027,254.30,4996.09,14
Puppet,1,124.372,53.978,29.434,40.960,0.0,100.0,57.3,13.8,24.8,19.0,1381.87,2.28,16.567,0.027,249.73,4917.32,14
Puppet,1,121.090,54.476,29.480,37.134,0.5,100.0,57.3,13.5,22.8,18.5,1452.03,2.20,17.295,0.026,239.18,4994.08,14
Puppet,2,124.708,54.379,29.283,41.046,0.0,100.0,57.6,13.7,23.8,18.8,1451.93,2.17,17.355,0.026,238.36,4979.67,14
Puppet,2,127.127,56.189,29.461,41.477,0.5,100.0,57.9,13.5,24.2,18.4,1452.03,2.33,16.953,0.027,234.16,4989.07,14
Puppet,2,123.444,52.140,29.356,41.948,0.5,100.0,58.4,13.7,24.2,18.7,1447.61,2.54,17.763,0.031,247.90,4911.58,14
Puppet,2,124.218,55.784,29.621,38.813,0.0,100.0,57.3,12.9,25.0,18.5,1451.64,2.27,16.997,0.027,259.60,4915.56,14
Puppet,1,120.781,52.650,29.249,38.882,0.5,100.0,57.8,13.3,24.1,18.7,1451.89,2.16,17.728,0.026,224.32,4982.76,14
Puppet,2,121.797,51.841,29.179,40.777,0.0,100.0,56.1,13.5,24.3,18.5,1452.01,2.33,17.922,0.029,223.95,4985.08,14
Puppet,2,129.178,55.799,29.470,43.909,0.0,100.0,57.3,13.5,24.9,18.7,1451.90,1.99,17.027,0.023,237.17,4979.34,14
Puppet,2,121.462,53.391,29.420,38.651,0.5,100.0,56.5,13.5,25.5,18.6,1451.94,2.11,17.533,0.025,253.58,4974.78,14
Puppet,2,123.825,53.198,29.682,40.945,0.0,100.0,57.2,14.0,25.2,18.8,1451.87,1.97,17.518,0.024,271.07,4990.73,14
Puppet,2,122.424,52.845,29.606,39.973,0.0,100.0,57.4,13.8,23.1,18.7,1451.93,2.16,17.610,0.026,263.50,4986.47,14
Puppet,2,121.279,52.884,29.847,38.548,0.0,100.0,57.5,13.5,23.8,18.7,1447.26,2.05,17.494,0.025,273.39,4912.27,14
Puppet,2,126.471,54.464,29.587,42.420,0.5,100.0,57.9,13.5,24.7,18.9,1451.92,2.04,17.274,0.024,238.87,4979.31,14
Puppet,1,123.228,53.831,29.641,39.756,0.0,100.0,56.7,14.0,25.0,18.9,1451.93,2.17,17.394,0.026,250.85,4996.84,14
Puppet,2,128.272,55.463,29.263,43.546,0.5,100.0,57.2,13.7,23.2,18.4,1450.61,2.09,17.121,0.025,270.80,4908.24,14
Puppet,1,124.969,55.460,29.480,40.029,0.0,100.0,57.5,13.7,24.8,18.8,1451.92,2.17,17.093,0.026,250.41,4986.60,14
Puppet,2,127.038,55.080,29.608,42.350,0.0,100.0,56.7,13.5,24.8,18.7,1451.98,2.36,17.145,0.028,270.16,4956.47,14
Puppet,2,124.079,54.910,29.362,39.807,0.5,100.0,57.4,13.2,24.7,18.8,1452.32,2.69,17.234,0.032,244.04,4987.90,14
Puppet,2,121.929,53.722,29.584,38.623,0.0,100.0,57.1,13.5,24.8,18.4,1452.01,2.33,17.430,0.028,268.17,4982.40,14
Puppet,2,123.777,54.157,29.731,39.889,0.0,100.0,58.2,13.5,23.9,18.4,1451.95,2.15,17.308,0.026,264.71,4979.11,14
Puppet,2,126.313,53.507,29.347,43.459,0.5,100.0,57.4,13.5,23.7,18.5,1445.56,2.31,17.447,0.028,204.13,4906.91,14
Puppet,2,121.436,50.489,29.887,41.060,0.5,100.0,58.7,13.4,25.1,18.6,1451.97,2.30,18.065,0.029,246.40,4969.42,14
